NAME,total_population,total_commuters,public_transit_commuters,drove_alone,carpooled,worked_from_home,travel_time_total,commute_60_to_89_min,commute_90_plus_min,median_household_income,total_households_vehicles,zero_vehicle_households,total_pop_race,white_non_hispanic,black,asian,hispanic_latino,state,county,tract,county_name,GEOID
Census Tract 1250; Marin County; California,4534,2116,175,1293,100,61,1654,168,37,119069,1912,99,4534,3085,98,395,593,06,041,125000,Marin,06041125000
Census Tract 1261; Marin County; California,6105,2866,134,1345,193,241,1971,126,46,230057,2367,15,6105,5648,10,160,107,06,041,126100,Marin,06041126100
Census Tract 1262; Marin County; California,4180,1760,72,1272,28,26,1401,192,0,164615,1762,174,4180,2710,117,774,190,06,041,126200,Marin,06041126200
Census Tract 1270; Marin County; California,4588,2287,175,1126,180,38,1586,308,102,210865,1773,17,4588,3944,130,201,154,06,041,127000,Marin,06041127000
Census Tract 1281; Marin County; California,7360,3586,260,1629,417,105,2480,198,104,228652,2647,106,7360,5636,22,502,609,06,041,128100,Marin,06041128100
Census Tract 1282; Marin County; California,5297,2404,109,1183,144,19,1484,80,89,239625,1934,30,5297,4302,23,330,359,06,041,128200,Marin,06041128200
Census Tract 1290; Marin County; California,2922,1411,145,773,53,127,1153,151,47,70147,1208,102,2922,1011,802,297,449,06,041,129000,Marin,06041129000
Census Tract 1302.01; Marin County; California,3367,1769,171,858,83,18,1156,73,33,184814,1823,63,3367,2816,4,219,276,06,041,130201,Marin,06041130201
Census Tract 1302.03; Marin County; California,2100,1118,95,399,21,18,539,135,0,141172,1185,56,2100,1636,14,137,276,06,041,130203,Marin,06041130203
Census Tract 1302.04; Marin County; California,2448,1404,60,685,28,17,919,100,69,126694,1417,43,2448,2134,0,131,110,06,041,130204,Marin,06041130204
Census Tract 1311; Marin County; California,1286,613,21,278,38,51,409,49,51,191042,437,0,1286,1101,29,14,56,06,041,131100,Marin,06041131100
Census Tract 1321; Marin County; California,1742,933,0,569,47,58,693,168,18,96875,806,0,1742,1447,0,29,222,06,041,132100,Marin,06041132100
Census Tract 1322; Marin County; California,1806,885,0,489,37,24,550,150,23,76088,1008,46,1806,1603,0,0,102,06,041,132200,Marin,06041132200
Census Tract 1330; Marin County; California,2960,1654,3,1023,128,129,1295,155,132,132500,1242,4,2960,2575,16,26,273,06,041,133000,Marin,06041133000
Census Tract 9901; Marin County; California,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,06,041,990100,Marin,06041990100
Census Tract 2002.01; Napa County; California,3906,1871,0,1447,77,43,1655,120,17,81875,1379,15,3906,2208,7,13,1638,06,055,200201,Napa,06055200201
Census Tract 2002.02; Napa County; California,2089,1009,0,783,9,26,889,10,20,69537,986,69,2089,958,12,42,1014,06,055,200202,Napa,06055200202
Census Tract 2002.03; Napa County; California,2062,942,33,667,80,68,868,96,50,79886,750,90,2062,857,45,7,1121,06,055,200203,Napa,06055200203
Census Tract 2003.01; Napa County; California,6120,3016,14,2345,214,40,2743,64,17,93400,2096,160,6120,2387,24,211,3292,06,055,200301,Napa,06055200301
Census Tract 2003.02; Napa County; California,2716,1198,0,972,67,3,1042,70,27,110673,909,0,2716,1483,37,132,933,06,055,200302,Napa,06055200302
Census Tract 2004; Napa County; California,3440,1464,2,1028,67,24,1140,52,46,128065,1488,9,3440,2478,23,119,659,06,055,200400,Napa,06055200400
Census Tract 2005.01; Napa County; California,5648,2786,30,2069,258,117,2571,199,28,92344,1687,40,5648,2285,18,37,3105,06,055,200501,Napa,06055200501
Census Tract 2005.03; Napa County; California,1785,1179,3,752,159,14,953,87,64,110179,723,15,1785,908,0,200,653,06,055,200503,Napa,06055200503
Census Tract 2005.04; Napa County; California,5956,3349,30,2408,226,179,3021,289,13,91379,2191,182,5956,2555,28,238,2868,06,055,200504,Napa,06055200504
Census Tract 2005.05; Napa County; California,2857,1694,25,1221,107,40,1487,49,25,84394,1168,26,2857,1154,0,249,1341,06,055,200505,Napa,06055200505
Census Tract 2006.01; Napa County; California,4949,2816,0,2150,414,15,2632,164,62,137679,1584,75,4949,2272,59,47,2229,06,055,200601,Napa,06055200601
Census Tract 2006.02; Napa County; California,4482,2035,35,1568,203,39,1853,174,74,100212,1880,199,4482,2446,0,128,1648,06,055,200602,Napa,06055200602
Census Tract 2007.03; Napa County; California,3036,1369,0,1001,57,0,1078,71,39,144625,1163,51,3036,2474,104,26,380,06,055,200703,Napa,06055200703
Census Tract 2007.04; Napa County; California,4930,2332,15,1713,326,102,2200,30,58,63462,1726,181,4930,2326,8,56,2327,06,055,200704,Napa,06055200704
Census Tract 2007.05; Napa County; California,2846,1626,31,1124,240,13,1493,81,74,100750,1122,52,2846,1742,31,13,970,06,055,200705,Napa,06055200705
Census Tract 2007.06; Napa County; California,3132,1509,0,1089,249,7,1345,86,36,136419,1132,0,3132,2111,1,42,833,06,055,200706,Napa,06055200706
Census Tract 2007.07; Napa County; California,3508,1791,9,1484,142,28,1686,73,50,119643,1466,143,3508,2303,61,178,681,06,055,200707,Napa,06055200707
Census Tract 2008.02; Napa County; California,6458,3278,18,2767,121,32,2990,176,23,106452,2236,129,6458,3222,60,90,2864,06,055,200802,Napa,06055200802
Census Tract 2008.03; Napa County; California,2236,947,40,549,68,30,702,36,49,135000,894,42,2236,1747,30,71,275,06,055,200803,Napa,06055200803
Census Tract 2008.04; Napa County; California,5411,2689,0,1891,580,33,2561,297,43,89924,1596,22,5411,1490,18,33,3748,06,055,200804,Napa,06055200804
Census Tract 2009; Napa County; California,438,40,16,24,0,0,40,16,0,-666666666,28,21,438,217,111,38,61,06,055,200900,Napa,06055200900
Census Tract 2010.03; Napa County; California,5018,2494,39,1830,181,6,2180,335,174,165833,1372,32,5018,767,611,2367,815,06,055,201003,Napa,06055201003
Census Tract 2010.04; Napa County; California,6844,3247,72,2307,464,2,2881,337,86,105703,1907,13,6844,1064,346,2460,2452,06,055,201004,Napa,06055201004
Census Tract 2010.05; Napa County; California,2688,1171,7,892,152,13,1071,70,65,100600,604,13,2688,604,78,686,1039,06,055,201005,Napa,06055201005
Census Tract 2010.06; Napa County; California,3436,1728,124,1209,254,5,1658,170,82,137292,900,20,3436,1337,158,697,945,06,055,201006,Napa,06055201006
Census Tract 2010.07; Napa County; California,3991,2014,53,1708,194,13,1968,181,82,133750,1092,60,3991,1097,127,1291,911,06,055,201007,Napa,06055201007
Census Tract 2011.01; Napa County; California,1894,895,21,611,93,13,763,48,36,116226,811,13,1894,1263,21,75,468,06,055,201101,Napa,06055201101
Census Tract 2011.02; Napa County; California,2053,854,0,484,211,32,731,37,0,134167,704,23,2053,1508,35,107,303,06,055,201102,Napa,06055201102
Census Tract 2012; Napa County; California,4587,1749,11,1291,316,0,1641,122,54,74154,1962,78,4587,2691,0,186,1620,06,055,201200,Napa,06055201200
Census Tract 2013; Napa County; California,3397,1295,20,761,9,249,1044,82,8,75134,1516,210,3397,2358,106,127,684,06,055,201300,Napa,06055201300
Census Tract 2014.01; Napa County; California,2548,1165,21,836,27,29,940,56,106,145682,1122,30,2548,1918,31,17,411,06,055,201401,Napa,06055201401
Census Tract 2014.02; Napa County; California,2415,1104,8,788,116,16,951,48,9,169028,1021,18,2415,2206,2,20,146,06,055,201402,Napa,06055201402
Census Tract 2014.03; Napa County; California,739,410,0,250,56,16,322,15,0,198603,259,0,739,580,0,6,31,06,055,201403,Napa,06055201403
Census Tract 2015; Napa County; California,1668,863,78,431,94,58,683,22,43,118500,726,46,1668,1097,0,24,490,06,055,201500,Napa,06055201500
Census Tract 2016.01; Napa County; California,2446,1065,0,779,117,52,957,25,30,130357,914,70,2446,1498,27,40,858,06,055,201601,Napa,06055201601
Census Tract 2016.02; Napa County; California,2980,1475,121,949,17,137,1257,46,7,150375,1552,149,2980,2407,0,58,393,06,055,201602,Napa,06055201602
Census Tract 2017; Napa County; California,4494,2273,12,1465,119,242,1889,78,75,115625,1432,26,4494,2532,133,566,886,06,055,201700,Napa,06055201700
Census Tract 2018; Napa County; California,1480,684,0,529,65,19,653,97,114,80313,545,9,1480,890,3,18,526,06,055,201800,Napa,06055201800
Census Tract 2019; Napa County; California,1510,824,20,404,56,48,579,38,16,127159,459,7,1510,834,21,38,528,06,055,201900,Napa,06055201900
Census Tract 2020; Napa County; California,5191,2656,36,2096,107,140,2456,139,62,96667,2116,83,5191,2970,29,113,2036,06,055,202000,Napa,06055202000
Census Tract 101.01; San Francisco County; California,2121,1022,244,179,15,106,581,13,0,83816,1222,486,2121,705,150,897,265,06,075,010101,San Francisco,06075010101
Census Tract 101.02; San Francisco County; California,1908,841,265,264,26,98,670,82,0,-666666666,922,354,1908,469,338,775,286,06,075,010102,San Francisco,06075010102
Census Tract 102.01; San Francisco County; California,2473,1728,250,279,59,265,998,117,59,147427,1308,432,2473,1759,185,175,266,06,075,010201,San Francisco,06075010201
Census Tract 102.02; San Francisco County; California,1859,1406,352,234,60,278,1022,21,27,208750,1084,173,1859,1179,58,329,63,06,075,010202,San Francisco,06075010202
Census Tract 103; San Francisco County; California,3925,2522,525,518,56,311,1582,100,43,149766,2087,654,3925,2322,0,1051,462,06,075,010300,San Francisco,06075010300
Census Tract 104.01; San Francisco County; California,2437,1144,91,308,83,284,863,37,0,173750,996,337,2437,1461,8,362,448,06,075,010401,San Francisco,06075010401
Census Tract 104.02; San Francisco County; California,2077,1290,192,233,0,283,749,105,42,202050,1293,459,2077,1325,9,395,181,06,075,010402,San Francisco,06075010402
Census Tract 105; San Francisco County; California,3108,1621,257,160,34,595,1136,133,53,187763,1792,655,3108,1538,16,1270,49,06,075,010500,San Francisco,06075010500
Census Tract 106; San Francisco County; California,3197,1947,517,255,20,699,1620,66,28,58060,1807,1160,3197,989,99,1607,249,06,075,010600,San Francisco,06075010600
Census Tract 107.01; San Francisco County; California,3424,1270,612,172,0,314,1100,153,67,24085,1886,1589,3424,69,0,3247,54,06,075,010701,San Francisco,06075010701
Census Tract 107.02; San Francisco County; California,1458,883,167,113,57,325,708,66,41,77524,675,358,1458,344,0,796,205,06,075,010702,San Francisco,06075010702
Census Tract 108; San Francisco County; California,4613,3188,681,642,109,1089,2590,86,343,145402,2401,674,4613,2167,384,1441,239,06,075,010800,San Francisco,06075010800
Census Tract 109.01; San Francisco County; California,2007,1519,451,403,73,198,1291,129,0,183194,1045,440,2007,1221,11,419,266,06,075,010901,San Francisco,06075010901
Census Tract 109.02; San Francisco County; California,2502,1849,213,296,68,223,1008,54,39,137141,1363,787,2502,1673,45,406,272,06,075,010902,San Francisco,06075010902
Census Tract 110.01; San Francisco County; California,2618,1836,416,291,78,406,1369,41,12,114137,1446,735,2618,1356,27,1145,68,06,075,011001,San Francisco,06075011001
Census Tract 110.02; San Francisco County; California,1907,1279,147,263,115,424,1037,52,0,-666666666,1212,465,1907,1051,0,686,65,06,075,011002,San Francisco,06075011002
Census Tract 111.01; San Francisco County; California,2502,1818,473,298,45,484,1454,202,109,116897,1495,804,2502,1036,70,1073,228,06,075,011101,San Francisco,06075011101
Census Tract 111.02; San Francisco County; California,2218,1524,375,147,0,631,1394,61,77,92000,1362,1002,2218,927,144,734,297,06,075,011102,San Francisco,06075011102
Census Tract 112; San Francisco County; California,2865,1771,335,240,45,580,1272,93,9,158750,1651,810,2865,1598,75,853,120,06,075,011200,San Francisco,06075011200
Census Tract 113; San Francisco County; California,2862,1268,281,152,54,433,937,25,91,31801,1383,943,2862,367,111,2216,108,06,075,011300,San Francisco,06075011300
Census Tract 117; San Francisco County; California,2056,1149,257,105,45,521,950,24,0,93500,1152,862,2056,761,63,746,270,06,075,011700,San Francisco,06075011700
Census Tract 118; San Francisco County; California,1695,823,268,44,27,318,688,76,21,41471,738,587,1695,134,35,1377,39,06,075,011800,San Francisco,06075011800
Census Tract 119.01; San Francisco County; California,2387,1657,280,176,18,739,1336,155,22,119464,1297,805,2387,1089,74,540,500,06,075,011901,San Francisco,06075011901
Census Tract 119.02; San Francisco County; California,2650,1522,391,134,28,578,1153,134,27,81995,1609,1066,2650,1277,39,1032,213,06,075,011902,San Francisco,06075011902
Census Tract 120.01; San Francisco County; California,1912,1395,307,131,53,395,1027,62,18,87796,1110,727,1912,608,23,470,390,06,075,012001,San Francisco,06075012001
Census Tract 120.02; San Francisco County; California,2102,1187,256,102,123,312,1035,94,43,53125,1339,991,2102,765,160,595,544,06,075,012002,San Francisco,06075012002
Census Tract 121; San Francisco County; California,3513,2452,528,243,68,988,2092,154,54,83906,2166,1686,3513,1650,163,1062,443,06,075,012100,San Francisco,06075012100
Census Tract 122.02; San Francisco County; California,2978,1210,337,80,31,483,1022,46,15,50583,1494,1052,2978,1153,341,887,412,06,075,012202,San Francisco,06075012202
Census Tract 122.03; San Francisco County; California,1763,725,220,89,0,274,694,140,13,33750,1091,896,1763,960,154,344,226,06,075,012203,San Francisco,06075012203
Census Tract 122.04; San Francisco County; California,2720,1547,271,107,22,734,1257,0,29,62704,1598,1416,2720,1058,0,772,803,06,075,012204,San Francisco,06075012204
Census Tract 123.01; San Francisco County; California,1901,746,327,31,13,249,669,24,40,25625,1291,1068,1901,556,165,568,520,06,075,012301,San Francisco,06075012301
